DD_TABLE_ALIAS  DD_DVAR_NAME    DD_ATTR_OPTS    
ADC_LANGUAGE    	LANGUAGE_ID     	K	
APE_RECURRINGHDR	SEQUENCE_00     	O	
APE_SELECTIONDET	FIRM_ID         	O	
APE_SELECTIONHDR	FIRM_ID         	O	
APM_EMAILFAX    	FIRM_ID         	O	
APM_RPTCTRL     	FIRM_ID         	O	
APM_TEMPVEND    	FIRM_ID         	O	
APM_VENDADDR    	ADDR_LINE_2     	L	
APM_VENDADDR    	FIRM_ID         	O	
APM_VENDCMTS    	FIRM_ID         	O	
APM_VENDCMTS    	VENDOR_ID       	O	
APM_VENDHIST    	CUR_CAL_PMTS    	C	
APM_VENDHIST    	FIRM_ID         	O	
APM_VENDHIST    	LSTINV_DATE     	C	
APM_VENDHIST    	LSTPAY_DATE     	C	
APM_VENDHIST    	NXT_CYR_PMTS    	C	
APM_VENDHIST    	NYR_DISC        	C	
APM_VENDHIST    	NYR_PAYMENTS    	C	
APM_VENDHIST    	NYR_PURCH       	C	
APM_VENDHIST    	OPEN_INVS       	C	
APM_VENDHIST    	OPEN_RET        	C	
APM_VENDHIST    	PRI_CAL_PMT     	C	
APM_VENDHIST    	PRI_YR_DISCS    	C	
APM_VENDHIST    	PYR_PAYMENTS    	C	
APM_VENDHIST    	PYR_PURCH       	C	
APM_VENDHIST    	YTD_DISCS       	C	
APM_VENDHIST    	YTD_PAYMENTS    	C	
APM_VENDHIST    	YTD_PURCH       	C	
APM_VENDMAST    	ADDR_LINE_2     	L	
APM_VENDMAST    	FIRM_ID         	O	
APM_VENDMAST    	VENDOR_ID       	#	
APM_VENDPAY2    	FIRM_ID         	O	
APM_VENDREPL    	FIRM_ID         	O	
APM_VENDREPL    	LSTREC_DATE     	C	
APM_VENDREPL    	PRI_REV_DATE    	C	
APM_VENDREPL    	PUR_TARG_AMT    	W	
APM_VENDREPL    	PUR_TARG_LBS    	W	
APM_VENDREPL    	PUR_TGT_UNIT    	W	
APM_VENDREPL    	VENDOR_ID       	I	
APM_VENDREPL    	YTD_REC_AMT     	C	
APM_VENDREPL    	YTD_REC_LBS     	C	
APM_VENDREPL    	YTD_REC_UNTS    	C	
APR_CHECKREPORT 	PERIOD_YEAR     	Y	
APR_COMMENTS    	VENDOR_ID       	1	
APR_COMMENTS    	VENDOR_ID       	2	
APR_DETAIL      	VENDOR_ID       	1	
APR_DETAIL      	VENDOR_ID       	2	
APR_DISBURSEMNTS	PERIOD_YEAR     	Y	
APR_LABELS      	ALT_SEQUENCE    	1	
APR_LABELS      	ALT_SEQUENCE    	2	
APR_LABELS      	VENDOR_ID       	1	
APR_LABELS      	VENDOR_ID       	2	
APR_LABELS      	ZIP_CODE        	1	
APR_LABELS      	ZIP_CODE        	2	
APR_LEDGERS     	VENDOR_ID       	1	
APR_LEDGERS     	VENDOR_ID       	2	
APR_NAMEADDRESS 	VENDOR_ID       	1	
APR_NAMEADDRESS 	VENDOR_ID       	2	
APR_PURCHASES   	PERIOD_YEAR     	Y	
APS_NUMBERS     	FIRM_ID         	O	
APS_NUMBERS     	RECORD_ID_N     	O	
APS_PARAMS      	AP              	O	
APS_PARAMS      	AUTO_NO         	O	
APS_PARAMS      	FIRM_ID         	O	
APS_PARAMS      	MAX_VENDOR_LEN  	O	
APS_PARAMS      	RATE_MASK       	O	
APS_PARAMS      	SEQUENCE_00     	O	
APS_PARAMS      	UNIT_MASK       	O	
APS_PARAMS      	VENDOR_OUTPUT   	O	
APS_PARAMS      	VENDOR_SIZE     	O	
APS_REPORT      	ADDR_LINE_2     	L	
APS_REPORT      	AP              	O	
APS_REPORT      	FIRM_ID         	O	
APS_REPORT      	SEQUENCE_02     	O	
APT_CHECKHISTORY	FIRM_ID         	O	
APT_INVDETAIL   	FIRM_ID         	O	
APT_INVOICEDATE 	FIRM_ID         	O	
APT_INVOICEDATE 	RECORD_ID_A     	O	
APT_INVOICEDET  	FIRM_ID         	O	
APT_INVOICEDIST 	FIRM_ID         	O	
APT_INVOICEHDR  	FIRM_ID         	O	
APT_INVOICENUMB 	FIRM_ID         	O	
APT_INVOICENUMB 	RECORD_ID_C     	O	
APT_INVOICEREF  	FIRM_ID         	O	
APT_INVOICEREF  	RECORD_ID_B     	O	
APW_CHECKINVOICE	FIRM_ID         	O	
APW_CHECKPURGE  	FIRM_ID         	O	
APW_DISBURSEMNTS	FIRM_ID         	O	
APW_INVOICENAME 	FIRM_ID         	O	
APW_INVOICEPURGE	FIRM_ID         	O	
APW_PURCHASEGL  	FIRM_ID         	O	
APW_PURCHASENAME	FIRM_ID         	O	
ARC_CASHCODE    	CASH_REC_CD     	K	
ARC_CASHCODE    	FIRM_ID         	O	
ARC_CASHCODE    	RECORD_ID_C     	O	
ARC_CUSTTYPE    	CUSTOMER_TYPE   	K	
ARC_CUSTTYPE    	FIRM_ID         	O	
ARC_CUSTTYPE    	RECORD_ID_L     	O	
ARC_DISTCODE    	DIST_CODE       	K	
ARC_DISTCODE    	FIRM_ID         	O	
ARC_DISTCODE    	RECORD_ID_D     	O	
ARC_SALECODE    	FIRM_ID         	O	
ARC_SALECODE    	RECORD_ID_F     	O	
ARC_SALECODE    	SLSPSN_CODE     	K	
ARC_TERMCODE    	FIRM_ID         	O	
ARC_TERMCODE    	RECORD_ID_A     	O	
ARC_TERMCODE    	TERMS_CODE      	K	
ARC_TERRCODE    	FIRM_ID         	O	
ARC_TERRCODE    	RECORD_ID_H     	O	
ARC_TERRCODE    	TERRITORY       	K	
ARE_CASHBAL     	FIRM_ID         	O	
ARE_CASHDET     	AR_CHECK_NO     	G	
ARE_CASHDET     	AR_TYPE         	G	
ARE_CASHDET     	CASH_REC_CD     	G	
ARE_CASHDET     	CUSTOMER_ID     	G	
ARE_CASHDET     	FIRM_ID         	O	
ARE_CASHDET     	RECEIPT_DATE    	G	
ARE_CASHDIST    	GL_ACCOUNT      	V	
ARE_CASHGL      	AR_CHECK_NO     	G	
ARE_CASHGL      	CASH_REC_CD     	G	
ARE_CASHGL      	CUSTOMER_ID     	G	
ARE_CASHGL      	FIRM_ID         	O	
ARE_CASHGL      	GL_ACCOUNT      	V	
ARE_CASHGL      	RECEIPT_DATE    	G	
ARE_CASHHDR     	CASH_REC_CD     	D	
ARE_CASHHDR     	CUSTOMER_ID     	D	
ARE_CASHHDR     	FIRM_ID         	O	
ARE_CASHHDR     	RECEIPT_DATE    	D	
ARE_CNVINV      	AR_INV_NO       	#	
ARE_CNVINV      	AR_TYPE         	O	
ARE_CNVINV      	FIRM_ID         	O	
ARE_DATECHANGE  	AR_DIST_CODE    	G	
ARE_DATECHANGE  	AR_DIST_CODE    	W	
ARE_DATECHANGE  	AR_TERMS_CODE   	C	
ARE_DATECHANGE  	DISCOUNT_AMT    	C	
ARE_DATECHANGE  	DIST_CODE       	C	
ARE_DATECHANGE  	DIST_CODE       	L	
ARE_DATECHANGE  	DIST_CODE       	W	
ARE_DATECHANGE  	FIRM_ID         	O	
ARE_DATECHANGE  	INVOICE_AMT     	C	
ARE_DATECHANGE  	INVOICE_TYPE    	L	
ARE_DATECHANGE  	INVOICE_TYPE    	W	
ARE_FINCHG      	AR_INV_NO       	#	
ARE_FINCHG      	AR_TYPE         	O	
ARE_FINCHG      	FIRM_ID         	O	
ARE_FINCHG      	INVOICE_TYPE    	C	
ARE_INVDET      	AR_INV_NO       	G	
ARE_INVDET      	EXT_PRICE       	C	
ARE_INVDET      	FIRM_ID         	O	
ARE_INVDET      	GL_ACCOUNT      	V	
ARE_INVDET      	LINE_NO         	G	
ARE_INVHDR      	AR_INV_NO       	#	
ARE_INVHDR      	DISPLAY_TEXT    	L	
ARE_INVHDR      	FIRM_ID         	O	
ARE_INVHDR      	TRANS_TYPE      	L	
ARE_INVHDR      	TRANS_TYPE      	W	
ARM_CUSTCMTS    	CUSTOMER_ID     	O	
ARM_CUSTCMTS    	FIRM_ID         	O	
ARM_CUSTDET     	AGING_120       	C	
ARM_CUSTDET     	AGING_30        	C	
ARM_CUSTDET     	AGING_60        	C	
ARM_CUSTDET     	AGING_90        	C	
ARM_CUSTDET     	AGING_CUR       	C	
ARM_CUSTDET     	AGING_FUTURE    	C	
ARM_CUSTDET     	AR_TYPE         	O	
ARM_CUSTDET     	FIRM_ID         	O	
ARM_CUSTMAST    	ADDR_LINE_2     	L	
ARM_CUSTMAST    	ADDR_LINE_3     	L	
ARM_CUSTMAST    	ADDR_LINE_4     	L	
ARM_CUSTMAST    	CUSTOMER_ID     	K	
ARM_CUSTMAST    	FIRM_ID         	O	
ARM_CUSTPMTS    	AVG_DAYS        	C	
ARM_CUSTPMTS    	AVG_DAYS_MTD    	C	
ARM_CUSTPMTS    	AVG_DAYS_YTD    	C	
ARM_CUSTPMTS    	AVG_DAYS_YTD    	L	
ARM_CUSTPMTS    	AVG_DTP_NMTD    	C	
ARM_CUSTPMTS    	AVG_DTP_NMTD    	L	
ARM_CUSTPMTS    	AVG_DTP_PYTD    	C	
ARM_CUSTPMTS    	AVG_DTP_PYTD    	L	
ARM_CUSTPMTS    	CUSTOMER_ID     	K	
ARM_CUSTPMTS    	FIRM_ID         	O	
ARM_CUSTPMTS    	LSTINV_DATE     	C	
ARM_CUSTPMTS    	LSTPAY_DATE     	C	
ARM_CUSTPMTS    	MTD_COST        	C	
ARM_CUSTPMTS    	MTD_HIGH_CRD    	C	
ARM_CUSTPMTS    	MTD_NO_PMTS     	C	
ARM_CUSTPMTS    	MTD_NO_PMTS     	W	
ARM_CUSTPMTS    	MTD_SALES       	C	
ARM_CUSTPMTS    	NMTD_HIGH_CR    	C	
ARM_CUSTPMTS    	NMTD_HIGH_CR    	L	
ARM_CUSTPMTS    	NMTD_NO_PAY     	C	
ARM_CUSTPMTS    	NMTD_NO_PAY     	W	
ARM_CUSTPMTS    	NMTD_SALES      	C	
ARM_CUSTPMTS    	NMTD_SALES      	L	
ARM_CUSTPMTS    	NO_PAYMENTS     	C	
ARM_CUSTPMTS    	NO_PAYMENTS     	W	
ARM_CUSTPMTS    	NXT_MTD_COST    	C	
ARM_CUSTPMTS    	NXT_MTD_COST    	L	
ARM_CUSTPMTS    	PRI_YTD_COST    	C	
ARM_CUSTPMTS    	PRI_YTD_COST    	L	
ARM_CUSTPMTS    	PYR_HI_CRD      	C	
ARM_CUSTPMTS    	PYR_HI_CRD      	L	
ARM_CUSTPMTS    	PYR_NO_PY       	C	
ARM_CUSTPMTS    	PYR_NO_PY       	W	
ARM_CUSTPMTS    	PYR_SALES       	C	
ARM_CUSTPMTS    	PYR_SALES       	L	
ARM_CUSTPMTS    	YTD_COST        	C	
ARM_CUSTPMTS    	YTD_COST        	L	
ARM_CUSTPMTS    	YTD_HI_CRED     	C	
ARM_CUSTPMTS    	YTD_HI_CRED     	L	
ARM_CUSTPMTS    	YTD_NO_PMTS     	C	
ARM_CUSTPMTS    	YTD_NO_PMTS     	W	
ARM_CUSTPMTS    	YTD_SALES       	C	
ARM_CUSTPMTS    	YTD_SALES       	L	
ARM_CUSTSHIP    	ADDR_LINE_2     	L	
ARM_CUSTSHIP    	ADDR_LINE_3     	L	
ARM_CUSTSHIP    	ADDR_LINE_4     	L	
ARM_CUSTSHIP    	FIRM_ID         	O	
ARM_CYCLECOD    	AR_CYCLECODE    	K	
ARM_CYCLECOD    	CYCLE_CODE      	K	
ARM_CYCLECOD    	FIRM_ID         	O	
ARM_CYCLECOD    	RECORD_ID_A     	O	
ARM_EMAILFAX    	FIRM_ID         	O	
ARM_RPTCTRL     	FIRM_ID         	O	
ARR_AGINGREPORT 	AGEDATE_120_THRU	C	
ARR_AGINGREPORT 	AGEDATE_120_THRU	E	
ARR_AGINGREPORT 	AGEDATE_120_THRU	L	
ARR_AGINGREPORT 	AGEDATE_30_FROM 	E	
ARR_AGINGREPORT 	AGEDATE_30_FROM 	L	
ARR_AGINGREPORT 	AGEDATE_30_THRU 	C	
ARR_AGINGREPORT 	AGEDATE_30_THRU 	E	
ARR_AGINGREPORT 	AGEDATE_30_THRU 	L	
ARR_AGINGREPORT 	AGEDATE_60_FROM 	E	
ARR_AGINGREPORT 	AGEDATE_60_FROM 	L	
ARR_AGINGREPORT 	AGEDATE_60_THRU 	C	
ARR_AGINGREPORT 	AGEDATE_60_THRU 	E	
ARR_AGINGREPORT 	AGEDATE_60_THRU 	L	
ARR_AGINGREPORT 	AGEDATE_90_FROM 	E	
ARR_AGINGREPORT 	AGEDATE_90_FROM 	L	
ARR_AGINGREPORT 	AGEDATE_90_THRU 	C	
ARR_AGINGREPORT 	AGEDATE_90_THRU 	E	
ARR_AGINGREPORT 	AGEDATE_90_THRU 	L	
ARR_AGINGREPORT 	AGEDATE_CUR_FROM	E	
ARR_AGINGREPORT 	AGEDATE_CUR_FROM	L	
ARR_AGINGREPORT 	AGEDATE_CUR_THRU	C	
ARR_AGINGREPORT 	AGEDATE_CUR_THRU	E	
ARR_AGINGREPORT 	AGEDATE_CUR_THRU	L	
ARR_AGINGREPORT 	AGEDATE_FUT_FROM	C	
ARR_AGINGREPORT 	AGEDATE_FUT_FROM	E	
ARR_AGINGREPORT 	AGEDATE_FUT_FROM	L	
ARR_AGINGREPORT 	CUSTOMER_ID     	1	
ARR_AGINGREPORT 	CUSTOMER_ID     	2	
ARR_AGINGREPORT 	SALESPERSON     	1	
ARR_AGINGREPORT 	SALESPERSON     	2	
ARR_AGINGREPORTX	AGEDATE_120_THRU	C	
ARR_AGINGREPORTX	AGEDATE_120_THRU	E	
ARR_AGINGREPORTX	AGEDATE_120_THRU	L	
ARR_AGINGREPORTX	AGEDATE_30_FROM 	E	
ARR_AGINGREPORTX	AGEDATE_30_FROM 	L	
ARR_AGINGREPORTX	AGEDATE_30_THRU 	C	
ARR_AGINGREPORTX	AGEDATE_30_THRU 	E	
ARR_AGINGREPORTX	AGEDATE_30_THRU 	L	
ARR_AGINGREPORTX	AGEDATE_60_FROM 	E	
ARR_AGINGREPORTX	AGEDATE_60_FROM 	L	
ARR_AGINGREPORTX	AGEDATE_60_THRU 	C	
ARR_AGINGREPORTX	AGEDATE_60_THRU 	E	
ARR_AGINGREPORTX	AGEDATE_60_THRU 	L	
ARR_AGINGREPORTX	AGEDATE_90_FROM 	E	
ARR_AGINGREPORTX	AGEDATE_90_FROM 	L	
ARR_AGINGREPORTX	AGEDATE_90_THRU 	C	
ARR_AGINGREPORTX	AGEDATE_90_THRU 	E	
ARR_AGINGREPORTX	AGEDATE_90_THRU 	L	
ARR_AGINGREPORTX	AGEDATE_CUR_FROM	E	
ARR_AGINGREPORTX	AGEDATE_CUR_FROM	L	
ARR_AGINGREPORTX	AGEDATE_CUR_THRU	C	
ARR_AGINGREPORTX	AGEDATE_CUR_THRU	E	
ARR_AGINGREPORTX	AGEDATE_CUR_THRU	L	
ARR_AGINGREPORTX	AGEDATE_FUT_FROM	C	
ARR_AGINGREPORTX	AGEDATE_FUT_FROM	E	
ARR_AGINGREPORTX	AGEDATE_FUT_FROM	L	
ARR_AGINGREPORTX	CUSTOMER_ID     	1	
ARR_AGINGREPORTX	CUSTOMER_ID     	2	
ARR_AGINGREPORTX	SALESPERSON     	1	
ARR_AGINGREPORTX	SALESPERSON     	2	
ARR_ANALYSIS    	ALT_SEQUENCE    	1	
ARR_ANALYSIS    	ALT_SEQUENCE    	2	
ARR_ANALYSIS    	CUSTOMER_ID     	1	
ARR_ANALYSIS    	CUSTOMER_ID     	2	
ARR_CASHJOURNAL 	ALT_SEQUENCE    	1	
ARR_CASHJOURNAL 	ALT_SEQUENCE    	2	
ARR_CASHJOURNAL 	CUSTOMER_ID     	1	
ARR_CASHJOURNAL 	CUSTOMER_ID     	2	
ARR_CASHJOURNAL 	RECEIPT_DATE    	1	
ARR_CASHJOURNAL 	RECEIPT_DATE    	2	
ARR_COMMENTS    	SALESPERSON     	1	
ARR_COMMENTS    	SALESPERSON     	2	
ARR_COMMENTS    	TERRITORY       	1	
ARR_COMMENTS    	TERRITORY       	2	
ARR_DETAIL      	CUSTOMER_ID     	1	
ARR_DETAIL      	CUSTOMER_ID     	2	
ARR_LABELS      	ALT_SEQUENCE    	1	
ARR_LABELS      	ALT_SEQUENCE    	2	
ARR_LABELS      	CUSTOMER_ID     	1	
ARR_LABELS      	CUSTOMER_ID     	2	
ARR_LABELS      	LABEL_CODE      	3	
ARR_LABELS      	ZIP_CODE        	1	
ARR_LABELS      	ZIP_CODE        	2	
ARR_LEDGERS     	CUSTOMER_ID     	1	
ARR_LEDGERS     	CUSTOMER_ID     	2	
ARR_NAMEADDRESS 	ALT_SEQUENCE    	1	
ARR_NAMEADDRESS 	ALT_SEQUENCE    	2	
ARR_NAMEADDRESS 	CUSTOMER_ID     	1	
ARR_NAMEADDRESS 	CUSTOMER_ID     	2	
ARR_NAMELIST    	AR_TERMS_CODE   	1	
ARR_NAMELIST    	AR_TERMS_CODE   	2	
ARR_NAMELIST    	CUSTOMER_TYPE   	1	
ARR_NAMELIST    	CUSTOMER_TYPE   	2	
ARR_NAMELIST    	SALESPERSON     	1	
ARR_NAMELIST    	SALESPERSON     	2	
ARR_NAMELIST    	TERMS_CODE      	1	
ARR_NAMELIST    	TERMS_CODE      	2	
ARR_NAMELIST    	TERRITORY       	1	
ARR_NAMELIST    	TERRITORY       	2	
ARR_STATEMENTS  	CYCLE_CODE      	3	
ARR_STATEMENTS  	TERRITORY       	3	
ARS_CREDIT      	AR              	L	
ARS_CREDIT      	AR              	W	
ARS_CREDIT      	FIRM_ID         	O	
ARS_CREDIT      	SEQUENCE_01     	L	
ARS_CREDIT      	SEQUENCE_01     	W	
ARS_CUSTDFLT    	FIRM_ID         	O	
ARS_CUSTDFLT    	RECORD_ID_D     	O	
ARS_MTDCASH     	FIRM_ID         	O	
ARS_MTDCASH     	RECORD_ID_C     	O	
ARS_NEXT_SEQ    	FIRM_ID         	O	
ARS_NEXT_SEQ    	RECORD_ID_N     	O	
ARS_PARAMS      	AR              	L	
ARS_PARAMS      	AR              	W	
ARS_PARAMS      	BACKORDERS      	L	
